,Post Date,Link,Posts,Number of comments,Number of likes,Image Link,Video(True or False),Interactions,Hashtags,Username,Name,Category,Total Posts,Followers,Following
549,2020 Mar 10 04:46:29,https://www.instagram.com/p/B9id3zUps_R/,When Emme met Billie 💚💚💚😭,10224,2548744,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/89472311_502062944064267_4201383443155088828_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=o3tWtEXpQSgAX-SZwA6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCdrcJPwgS5brVeUOpox9Nkfp50S_FuhMQAJe-BwSeifA&oe=64E21994&_nc_sid=bc0c2c,False,2558968,,jlo,Jennifer Lopez,Artist,752,250638167,1342
550,2020 Mar 09 01:53:38,https://www.instagram.com/p/B9flS78pFz1/,Strong women empower each other! ✨💕✨ #InternationalWomensDay #IWD2020 #Limitless @egt239 @lacarba @iamshawnbarton @leahremini @lorenridinger #reneezellweger @oprah @ladygaga @donatella_versace @beyonce @reesewitherspoon @nicolekidman @shakira 📷: Getty Images / Shutterstock,7839,1672831,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/89064069_2568308083446225_7078459369677562744_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=w78sqyXtp-EAX-QmIQm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBd7X6uQvjOXw6j1VwNJnuvgq3jsgGDXQLcejP2HpMalQ&oe=64E10113&_nc_sid=bc0c2c,False,1680670,"InternationalWomensDay, IWD2020, Limitless, reneezellweger",jlo,Jennifer Lopez,Artist,752,250638167,1342
551,2020 Mar 09 00:28:02,https://www.instagram.com/p/B9fbdH8Jv9C/,Happy #InternationalWomensDay to all the strong ladies out there. ❤️ #TheCoachOriginals #CoachNY @coach #Limitless,3217,341176,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/89065260_2613779952234076_8828629886126066400_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=D4eg0mWjmooAX9M0WJR&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDkjR6oEQEAW1BCV6oR3SqkGJzxoP_6tyom4Z-YU2OVwQ&oe=64DE08C4&_nc_sid=bc0c2c,True,344393,"InternationalWomensDay, TheCoachOriginals, CoachNY, Limitless",jlo,Jennifer Lopez,Artist,752,250638167,1342
552,2020 Mar 07 15:00:21,https://www.instagram.com/p/B9b07OKp2Zb/,"Here’s a little tease of my JLO JENNIFER LOPEZ campaign! Can’t wait for you to see the full collection on 3/16. ✨ In the meantime, head to DSW.com/jlo for new drops and enter for a chance to hang with me in NYC! 🎥: @luigiandiango #JLOJenniferLopez @dsw",4737,629060,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/89461837_666063220802966_1157112108726024994_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=_yjkoRw5p7wAX84azaX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCN3ESbz5TBHXbs2eaz6DDWkS1TDh04s0T5Ua5SUQPQkQ&oe=64DE1A8D&_nc_sid=bc0c2c,True,633797,JLOJenniferLopez,jlo,Jennifer Lopez,Artist,752,250638167,1342
553,2020 Mar 06 22:59:26,https://www.instagram.com/p/B9aHpC_JGMA/,I’ve always believed that being an original is about not following anybody else’s path. ✨ Trust your vision and be unapologetic about it! #TheCoachOriginals #CoachNY,2328,302088,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/87558358_2855086677878200_3208651417028830977_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=13VsdYb2c20AX-akC7-&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA6vheLPIqTDCamT7GHUG4FbOAKmX9ftbGT9VntfKkPBA&oe=64DE50EE&_nc_sid=bc0c2c,True,304416,"TheCoachOriginals, CoachNY",jlo,Jennifer Lopez,Artist,752,250638167,1342
554,2020 Mar 05 01:51:57,https://www.instagram.com/p/B9VRdlwpAka/,No one likes a shady beach... 🌤 📷@lacarba,23913,1656268,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/88279166_133815054681349_1708837656679447812_n.jpg?stp=c0.89.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-dOT9uq4_VAAX9zthHn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBYl9YwDFeyK_-ECveVKanRDY-7Xr0oOmDCYbZh68hYNQ&oe=64DE03A7&_nc_sid=bc0c2c,True,1680181,,jlo,Jennifer Lopez,Artist,752,250638167,1342
555,2020 Mar 04 15:49:36,https://www.instagram.com/p/B9UM9EpJM6i/,"Breakin’ it down with @Coach! 🖤 Originals go their own way—no matter where I go, I know where I came from. 🌆#TheCoachOriginals #CoachNY",3514,375111,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/88187816_217465809403263_4694653218874817551_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=5mC89XN0oAUAX-5jeZq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDkdhW49MNoXs0mghQ4aKpsW5jiSiQVp6Ks87dC1ye9aA&oe=64DE3D88&_nc_sid=bc0c2c,True,378625,"TheCoachOriginals, CoachNY",jlo,Jennifer Lopez,Artist,752,250638167,1342
556,2020 Mar 03 02:43:46,https://www.instagram.com/p/B9QOMkhJ6rk/,One month ago today!!!!! Missing my team and everyone who made this halftime so special. ♥️🎊#GetLoud #SuperBowlLIV,3604,373198,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/88948423_3094373867259688_5425231294225013793_n.jpg?stp=c157.0.406.406a_dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0JdzFWaFUAcAX__sHi5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCNLbmxbAHmuy0RUAOpBfZMdxayUxvhfjDH72zca2lU-w&oe=64DE2EDE&_nc_sid=bc0c2c,True,376802,"GetLoud, SuperBowlLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
557,2020 Mar 02 21:06:54,https://www.instagram.com/p/B9PntjpJh9g/,"Guys, this is something special!!!!! I’m soo excited to announce my new show #ThanksAMillion ... coming to @quibi on April 6! Stay tuned for more deets! 💕✨",2446,538284,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/87801434_2768163809968685_8302126552479634516_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=GT6Gen7BzqUAX87Rrhl&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBhEVvp1uwne1WdK_r0BhbyUggVdL41w82aUMBQOT-vNw&oe=64E1C3CD&_nc_sid=bc0c2c,False,540730,ThanksAMillion,jlo,Jennifer Lopez,Artist,752,250638167,1342
558,2020 Mar 01 01:05:43,https://www.instagram.com/p/B9K5c-AJO6W/,Such a great time with @Oprah! 💛💛 Thank you so much and thank you to everyone who came out today for #Oprahs2020VisionTour. 📸: @lacarba,4332,889817,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/88279337_129315731824926_9136620372817171975_n.jpg?stp=c137.0.751.751a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=ds2Fbc-AIXMAX91yllu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBsxx7coA7CP544scGwkd_K3CYQy7IxoQ3u6Xon6g-N6g&oe=64E1C1A0&_nc_sid=bc0c2c,False,894149,Oprahs2020VisionTour,jlo,Jennifer Lopez,Artist,752,250638167,1342
559,2020 Feb 29 03:20:03,https://www.instagram.com/p/B9Ij9BzndNT/,The littlest munchkin. ♥️ #WizardOfOz #proudmama,5465,748226,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/87655588_489450918396436_8010568952061335679_n.jpg?stp=c0.90.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UAxJc7IsHlQAX-dWiS8&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC9p5CRyif2mbYeJwxmv1ELpOZyIdPqLTPaKXiC3UBXUA&oe=64DE6423&_nc_sid=bc0c2c,True,753691,"WizardOfOz, proudmama",jlo,Jennifer Lopez,Artist,752,250638167,1342
560,2020 Feb 26 20:55:09,https://www.instagram.com/p/B9CuZKEJUbz/,"Back in the studio, workin’ on my skills. 🖤🎼🎤",3663,827280,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/87600493_2536615386600325_3285791436366011151_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=BT-95cr6OnIAX9-SDTw&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCsfc3wvKnJwGIEVeiTjEbKFkdP5hBK6ZvKE-V6DEBPdA&oe=64E1A6F2&_nc_sid=bc0c2c,False,830943,,jlo,Jennifer Lopez,Artist,752,250638167,1342
561,2020 Feb 24 18:59:42,https://www.instagram.com/p/B89XluTpFVl/,24 & 2 💜💛,6898,1340977,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/87286031_303905090569293_3103080314314196045_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=X9P_POHoAM0AX99WJsa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDMUbz8a4UyJGdLNCvgMg-SFyjEVrQK1p_7rUwnjeTtkA&oe=64E22E43&_nc_sid=bc0c2c,False,1347875,,jlo,Jennifer Lopez,Artist,752,250638167,1342
562,2020 Feb 23 22:12:45,https://www.instagram.com/p/B87I438pEEO/,A little #BTS from designing my collection at @dsw. Can’t wait to see these babies come to life. 😍👠,4117,715242,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/84156628_1559798900835067_2039484180258776941_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=CrF73Q9-CxMAX8aD_OY&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDJV_pSDHWoPCkggvGFgjYM3k-gTQIYUlmJyAr4mnuHdw&oe=64E25F48&_nc_sid=bc0c2c,False,719359,BTS,jlo,Jennifer Lopez,Artist,752,250638167,1342
563,2020 Feb 22 23:28:13,https://www.instagram.com/p/B84sutcJCBV/,I know you’re 12 years old today but you will always be my babies... 🥥🤍🤍🥥 HAPPY BIRTHDAY TO MY BEAUTIFUL COCONUTS!!!,29294,4630227,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/84111978_129565085243513_6256398093296887152_n.jpg?stp=c0.172.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=_d9w2SRbBLIAX8N4vns&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCN3pi1pIPHcczaeatTy2MNkFrVgmL01T4yZG1WFRMc_g&oe=64E177CF&_nc_sid=bc0c2c,False,4659521,,jlo,Jennifer Lopez,Artist,752,250638167,1342
564,2020 Feb 20 01:34:38,https://www.instagram.com/p/B8xMpmhJI6O/,The party starts when these walk in. 🖤 Loving these babies from the #JLOJenniferLopez collection only at @dsw✨link in my bio.,8799,990602,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/84639696_630544207758079_622073341066156762_n.jpg?stp=c0.89.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=qw8fr2l5fiYAX8Hh-6J&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDxZWi5XQb2xHRlCvjF4HJX4yhs397v8OKbc6hRTF6QOw&oe=64DDEC39&_nc_sid=bc0c2c,True,999401,JLOJenniferLopez,jlo,Jennifer Lopez,Artist,752,250638167,1342
565,2020 Feb 17 20:04:34,https://www.instagram.com/p/B8rdcvHp2te/,I can’t believe J to Tha L-O! The Remixes was released 18 years ago this month and hit #1 on the charts! ✨❤️🎉 What’s your favorite song on the album? Celebrate with me and stream now! Link in my stories.,11918,982279,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/82748280_182383206353582_1001809458769853444_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=6iXAJgmbt_0AX-mzfui&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBA0ra5JUbfbYLLOlp9_1DYVdZVI_wRPw_0GkxRyw_wxg&oe=64E0B5DB&_nc_sid=bc0c2c,False,994197,1,jlo,Jennifer Lopez,Artist,752,250638167,1342
566,2020 Feb 16 19:22:45,https://www.instagram.com/p/B8oz3papQjz/,Relaxed and recharged. 🤍,122707,8125555,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/84558496_639207943515143_5602957738521734395_n.jpg?stp=c0.59.1351.1351a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=umTP-hvTf3MAX8bsTsS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDqnc-E8YBBg1KGm_-2egwxEZ7QvahNocYW8WmupkattQ&oe=64E25CFF&_nc_sid=bc0c2c,False,8248262,,jlo,Jennifer Lopez,Artist,752,250638167,1342
567,2020 Feb 13 15:00:26,https://www.instagram.com/p/B8gndplp-HF/,"I’m so excited to announce the launch of JLO JENNIFER LOPEZ­, my new footwear collection designed by me and sold only at @DSW 🖤 Head to http://DSW.com/jlo and sign-up to shop the collection early and enter for a chance to hang with me! Link in my bio and stories. #JLOJenniferLopez 📸: @luigiandiango",13080,1722944,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/84334243_857648121354293_1528356656242881717_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=P7b-_JVsM8sAX86RDKh&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAbRjzx4qOeyFSNwsZy0BiBLy0weVMiB3envKX1cwBpeQ&oe=64E072CF&_nc_sid=bc0c2c,False,1736024,JLOJenniferLopez,jlo,Jennifer Lopez,Artist,752,250638167,1342
568,2020 Feb 11 20:01:08,https://www.instagram.com/p/B8cAKsRpr5y/,More to come... full video on @arod’s YouTube channel! ♥️ 🎥: @nedimvrabac,3805,435981,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/82203222_530649030895649_3346024732005182418_n.jpg?stp=c0.236.607.607a_dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=LGQPth1ggzkAX-XdXNX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCyEEgDLxlP8icM_9t4o-W-4z49Z1AFEwYAWwljNXTT3g&oe=64DE4265&_nc_sid=bc0c2c,True,439786,,jlo,Jennifer Lopez,Artist,752,250638167,1342
569,2020 Feb 10 08:48:23,https://www.instagram.com/p/B8YOgDoJ8j1/,"✨ Dance the night away, live your life and stay young on the floor. ✨ @chrisappleton1 @scottbarnescosmetics @tombachik @marielhaenn @robzangardi",11987,2287891,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83695654_869261066859029_7552866418420052164_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=wGZRwqQ2pXwAX-CGoFN&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBUWpS65TlUigi37-dVKcK61yIPjMCL46SpQVOxmt4H6w&oe=64E15DF0&_nc_sid=bc0c2c,False,2299878,,jlo,Jennifer Lopez,Artist,752,250638167,1342
570,2020 Feb 10 01:26:12,https://www.instagram.com/p/B8Xb3oLJQvV/,Can’t believe it’s been 9 years since I released #OnTheFloor! 🎶✨ I also can’t believe it’s been one week since #SuperBowlLIV!! #SBLIV #Anniversary,11511,1447103,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83428073_484043715616287_725014506865117931_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=DFUTGrZtPDwAX9adR6n&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAodzqyZWhw4VKHGoNItxl6EB_Q-BO9fyZRnS5VR6havA&oe=64DE6CEF&_nc_sid=bc0c2c,True,1458614,"OnTheFloor, SuperBowlLIV, SBLIV, Anniversary",jlo,Jennifer Lopez,Artist,752,250638167,1342
571,2020 Feb 09 01:25:24,https://www.instagram.com/p/B8U3AqxJWdD/,Thank you Film Independent Spirit Awards for my Best Supporting Actress nod for my role in @hustlersmovie. 💜💜💜 📸: @gettyimages,16836,2691201,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83170098_587870712058825_5922996267325316119_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=l6xMw3dwYkgAX-tXs6Z&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCRrxBdloT5iJ4b45QsGVOJOORji-_5TIrM-snKydQ9UA&oe=64E084B2&_nc_sid=bc0c2c,False,2708037,,jlo,Jennifer Lopez,Artist,752,250638167,1342
572,2020 Feb 08 23:20:12,https://www.instagram.com/p/B8Uort8JdLV/,All black 🖤 @tomford,8599,1969699,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83709972_123191369049537_9189140788840874079_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Q0_wS7N4VucAX-MQPiW&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC5ZFQNYd_zCPDJfipPZK6f0WAQN78VyCGq5bZAWPHP7w&oe=64E1D9F2&_nc_sid=bc0c2c,False,1978298,,jlo,Jennifer Lopez,Artist,752,250638167,1342
573,2020 Feb 08 00:13:09,https://www.instagram.com/p/B8SJ59mpZl7/,"#LETSGETLOUD Right after performing on the biggest stage in the world, these lil angels were ready to party!!!!!! Love these beauties... @dancetowndivas @mannycastrodt 🤍",8055,1261168,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83464029_123177102361524_7109262445118010239_n.jpg?stp=c0.89.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Dk5jL5i7cmUAX-YpeOS&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAkFcp-tonm_0ZIDrciSUSqpGabSOHYOcwBrre9jcoJjA&oe=64DE46A8&_nc_sid=bc0c2c,True,1269223,LETSGETLOUD,jlo,Jennifer Lopez,Artist,752,250638167,1342
574,2020 Feb 07 21:15:43,https://www.instagram.com/p/B8R1pEEJUPM/,You can now listen to my entire set list from #SuperBowlLIV!!! Link is in my story. 🖤💕🎶,8548,1727036,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/82557662_2290200244612192_7245565859869552221_n.jpg?stp=c0.179.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=4vRTNnRYurMAX9-T_gm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDBSafduA8Fw4rSU29cCcde2uLXHwiMMc5aL6piDPW2pw&oe=64E18BDD&_nc_sid=bc0c2c,False,1735584,SuperBowlLIV,jlo,Jennifer Lopez,Artist,752,250638167,1342
575,2020 Feb 05 16:30:00,https://www.instagram.com/p/B8MLJ_op1XQ/,LOVE this moment with me and @shakira literally seconds after we went off air!! We were so happy!! #MissionAccomplished #SuperBowlHalftime #LatinoGang #GirlsGirls #StrongerTogether,28024,2512176,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83130573_223459712018775_1167699592452085533_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=j8w0G1U3teIAX_Yc4Bn&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCkbET-FZGd7Bo4nNAO4yBwoo4gO5JgxEU0mJFMOQEzsQ&oe=64DDFA11&_nc_sid=bc0c2c,True,2540200,"MissionAccomplished, SuperBowlHalftime, LatinoGang, GirlsGirls, StrongerTogether",jlo,Jennifer Lopez,Artist,752,250638167,1342
576,2020 Feb 05 00:52:30,https://www.instagram.com/p/B8KgBm8p9FB/,Don’t be fooled by the 💎 that I got ... ✨✨#JennyFromTheBlock #AintItFunny #SuperBowlLIV #SBLIV,19367,1509143,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83163637_175231780476734_5675333222597348570_n.jpg?stp=c157.0.406.406a_dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=8GJ41WKsv6oAX9YBeL9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAZn7qX37CdHvR0SheL8yx67rSOaX1twl1XT4ghWxndgQ&oe=64DDFB9F&_nc_sid=bc0c2c,True,1528510,"JennyFromTheBlock, AintItFunny, SuperBowlLIV, SBLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
577,2020 Feb 04 18:38:22,https://www.instagram.com/p/B8J1QEsJpxz/,"This custom Altelier @Versace was the perfect outfit to open up with! 🖤Tough, sexy and sweet all at the same time 💕 Thank you @donatella_versace and team for all of my amazing looks. #Fashion @robzangardi @marielhaenn @chrisappleton1 @robzangardi @tombachik #SBLIV 📷 Getty Images",4167,976283,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83096177_512969012952875_624514971927231333_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=TSOrOGt0r3kAX-g6Rid&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCEfbMvStcV33_KJjgYoYsJzcfHLJ3VW7cR2lv38Cg7Ug&oe=64E18B13&_nc_sid=bc0c2c,False,980450,"Fashion, SBLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
578,2020 Feb 04 18:32:53,https://www.instagram.com/p/B8J0n1gpWfT/,This one had allll the sparkles ✨ I love my #SuperBowlLIV #WaitingForTonight look. 🤍@donatella_versace @versace @robzangardi @marielhaenn @chrisappleton1 @scottbarnescosmetics @tombachik #Fashion #SBLIV 📷 Getty Images,8106,1823069,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83711999_517437188904208_9034877676323722142_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=2zowCAqT0_0AX_ZVpX6&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBQvHXneF-_xx2lXHqZteFwNQ7uF-R0V6UGG0sYvyBtQw&oe=64E21FFB&_nc_sid=bc0c2c,False,1831175,"SuperBowlLIV, WaitingForTonight, Fashion, SBLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
579,2020 Feb 04 18:29:15,https://www.instagram.com/p/B8J0NTxphpd/,Thank you so much @donatella_versace and the whole team at @Versace for bringing my stunning #SuperBowlLIV halftime show outfits to life! 🇵🇷✨🇺🇸@robzangardi @marielhaenn @chrisappleton1 @scottbarnescosmetics @tombachik #Fashion #LetsGetLoud #SBLIV 📷 Wireimage/Getty Images,8016,1491799,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/82547934_2496445960685394_7851155260807934850_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=44o2SY_wZlsAX9czSZB&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAauoNDr2T8rwhU6ugaL62W3BoDLKAivtvL4_41bh64SQ&oe=64E19574&_nc_sid=bc0c2c,False,1499815,"SuperBowlLIV, Fashion, LetsGetLoud, SBLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
580,2020 Feb 04 02:36:55,https://www.instagram.com/p/B8IG9WiJoHJ/,"All I want my girls, the little girls on stage with me and all over the world to know is how to use their voices and be proud of everything they are. We are proud to recognize that all of us together are what makes this beautiful country truly great. ✨❤️🤍💙 #PepsiHalftime #LetsGetLoud #BornInTheUSA #SuperBowlLIV | Captured by @jasonbergh",59630,3693896,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/82638271_122873805709444_5598987334376122110_n.jpg?stp=c0.186.480.480a_dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=RA0i88o7K0IAX92frf3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD9Fm_uybT0kagxVC2yXf3vYt6ve9EaYEpY1lFlYyoVcA&oe=64DE1E14&_nc_sid=bc0c2c,True,3753526,"PepsiHalftime, LetsGetLoud, BornInTheUSA, SuperBowlLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
581,2020 Feb 03 07:33:12,https://www.instagram.com/p/B8GERaDpNvw/,Sliding into the after party like ... #SBLIV #SuperBowlLIV,30739,2618537,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/83254071_133089938186840_68138016105422306_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=N57dF1pwt58AX-YbU3J&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBMwTZxNPYRoyhKpFLEOR9x9EmhLydmI1OeWDUIEjJMNw&oe=64DDD6BD&_nc_sid=bc0c2c,True,2649276,"SBLIV, SuperBowlLIV",jlo,Jennifer Lopez,Artist,752,250638167,1342
